id	dens11
5112	 114.30 
5113	 50.21 
5114	 65.65 
5115	 70.11 
5116	 133.32 
5117	 252.33 
5118	 137.64 
5119	 66.92 
5120	 70.75 
5121	 62.80 
6001	 602.27 
6002	 15.50 
6003	 439.22 
6004	 57.30 
6005	 63.37 
6006	 105.16 
6007	 43.87 
6008	 178.66 
6009	 207.50 
6010	 25.00 
6011	 85.44 
6012	 137.58 
6013	 60.67 
6014	 60.65 
6015	 56.92 
6016	 59.22 
6017	 109.70 
6018	 50.54 
6019	 93.44 
6020	 151.18 
6021	 56.84 
6022	 18.34 
6023	 36.68 
6024	 25.73 
6025	 11.88 
6026	 55.14 
6027	 43.50 
6028	 22.82 
6029	 67.66 
6030	 208.80 
6031	 33.20 
6032	 42.35 
6033	 74.29 
6034	 1.50 
6035	 69.47 
6036	 49.63 
6037	 101.53 
6038	 33.39 
6039	 403.80 
6040	 78.17 
6041	 13.72 
6042	 129.49 
6043	 92.10 
6044	 39.42 
6045	 12.62 
6046	 171.98 
6047	 101.18 
6048	 32.19 
6049	 149.96 
6050	 41.76 
6051	 162.67 
6052	 51.87 
6053	 119.19 
6054	 76.91 
6055	 28.81 
6056	 95.09 
6057	 43.76 
6058	 68.46 
6059	 86.41 
6060	 43.78 
6061	 87.41 
6062	 45.19 
6063	 73.81 
6064	 64.95 
6065	 25.46 
6066	 11.49 
6067	 12.91 
6068	 96.79 
6069	 19.98 
6070	 66.82 
6071	 84.37 
6072	 63.22 
6073	 49.75 
6074	 106.58 
6075	 74.36 
6076	 64.89 
6077	 68.21 
6078	 69.69 
6079	 34.13 
6080	 52.44 
6081	 104.50 
6082	 132.12 
6083	 19.79 
6084	 32.60 
6085	 21.01 
6086	 111.70 
6087	 31.17 
6088	 60.06 
6089	 53.99 
6090	 9.30 
6091	 65.90 
6092	 66.62 
6093	 20.11 
6094	 105.85 
6095	 69.81 
6096	 237.21 
6097	 55.19 
6098	 25.65 
6099	 34.98 
6100	 6.10 
6101	 61.66 
6102	 12.89 
6103	 54.13 
6104	 123.69 
6105	 43.28 
6106	 32.28 
6107	 59.80 
6108	 34.61 
6109	 85.34 
6110	 17.03 
6111	 54.92 
6112	 69.16 
6113	 94.71 
6114	 501.53 
6115	 60.86 
6116	 31.57 
6117	 35.66 
6118	 45.71 
6119	 79.61 
6120	 46.21 
6121	 330.34 
6122	 48.20 
6123	 99.19 
6124	 52.26 
6125	 14.42 
6126	 56.63 
6127	 237.82 
6128	 108.59 
6129	 112.54 
6130	 53.05 
6131	 29.01 
6132	 129.62 
6133	 79.71 
6134	 51.64 
6135	 32.62 
6136	 15.52 
6137	 25.91 
6138	 135.72 
6139	 92.42 
6140	 63.38 
6141	 38.63 
6142	 94.06 
6143	 64.19 
6144	 140.97 
6145	 59.77 
6146	 7.48 
6147	 96.69 
6148	 20.68 
6149	 85.11 
6150	 49.77 
6151	 93.91 
6152	 169.99 
6153	 179.74 
6154	 140.38 
6155	 151.83 
6156	 57.22 
6157	 35.47 
6158	 86.12 
6159	 65.48 
6160	 396.39 
6161	 37.70 
6162	 168.96 
6163	 73.60 
6164	 44.62 
6165	 20.53 
6166	 83.96 
6167	 135.37 
6168	 133.36 
6169	 61.27 
6170	 90.40 
6171	 123.99 
6172	 103.11 
6173	 176.03 
6174	 262.84 
6175	 58.87 
6176	 72.78 
6177	 405.63 
6178	 85.81 
6179	 57.03 
6180	 259.67 
6181	 175.28 
6182	 35.80 
6183	 215.89 
6184	 33.64 
6185	 111.68 
6186	 115.37 
6187	 100.06 
6188	 115.62 
6189	 49.29 
6190	 14.54 
96001	 30.60 
96002	 286.59 
96003	 126.74 
96004	 938.50 
96005	 52.32 
96006	 164.63 
96007	 207.40 
96008	 22.72 
96009	 39.02 
96010	 322.68 
96011	 14.94 
96012	 525.88 
96013	 17.77 
96014	 158.69 
96015	 59.05 
96016	 141.46 
96017	 244.19 
96018	 103.40 
96019	 83.93 
96020	 534.00 
96021	 187.19 
96022	 340.73 
96023	 20.92 
96024	 59.57 
96025	 107.14 
96026	 866.73 
96027	 57.63 
96028	 78.85 
96029	 211.72 
96030	 35.81 
96031	 46.69 
96032	 81.33 
96033	 130.18 
96034	 955.38 
96035	 240.99 
96037	 77.81 
96038	 100.70 
96039	 80.76 
96040	 979.21 
96041	 547.72 
96042	 115.83 
96043	 152.31 
96044	 11.44 
96046	 132.76 
96047	 556.86 
96048	 120.74 
96049	 364.01 
96050	 251.18 
96051	 237.84 
96052	 26.66 
96053	 393.32 
96054	 106.46 
96055	 9.64 
96056	 113.19 
96057	 78.08 
96058	 52.32 
96059	 270.19 
96060	 16.39 
96061	 46.73 
96062	 141.43 
96063	 96.81 
96064	 41.57 
96065	 311.13 
96066	 85.44 
96067	 150.51 
96068	 798.03 
96069	 38.81 
96070	 208.47 
96071	 329.82 
96072	 51.23 
96073	 387.28 
96074	 81.92 
96075	 88.36 
96076	 145.93 
96077	 974.05 
96078	 98.13 
96079	 24.13 
96080	 116.06 
96081	 144.09 
96082	 100.29 
96083	 431.95 
96084	 95.35 
103001	 4.66 
103002	 32.80 
103003	 1275.40 
103004	 37.81 
103005	 4.87 
103006	 11.93 
103007	 13.13 
103008	 287.54 
103009	 208.01 
103010	 76.61 
103011	 50.33 
103012	 3.97 
103013	 87.68 
103014	 11.93 
103015	 415.18 
103016	 67.48 
103017	 95.02 
103018	 23.15 
103019	 277.57 
103020	 14.11 
103021	 8.49 
103022	 51.31 
103023	 14.61 
103024	 20.10 
103025	 118.52 
103026	 27.47 
103027	 5.10 
103028	 492.66 
103029	 33.00 
103030	 9.62 
103031	 3.38 
103032	 64.19 
103033	 163.39 
103034	 64.68 
103035	 545.35 
103036	 18.59 
103037	 10.78 
103038	 28.62 
103039	 6.04 
103040	 25.69 
103041	 33.93 
103042	 75.02 
103043	 17.01 
103044	 81.35 
103045	 19.55 
103046	 14.57 
103047	 18.67 
103048	 89.59 
103049	 41.10 
103050	 518.37 
103051	 131.44 
103052	 269.36 
103053	 206.06 
103054	 63.45 
103055	 94.67 
103056	 6.49 
103057	 59.54 
103058	 30.76 
103059	 25.65 
103060	 27.88 
103061	 51.88 
103062	 23.54 
103063	 29.71 
103064	 136.21 
103065	 48.89 
103066	 20.74 
103067	 5.33 
103068	 30.00 
103069	 24.44 
103070	 27.65 
103071	 22.46 
103072	 809.02 
103073	 12.73 
103074	 360.88 
103075	 361.76 
103076	 35.76 
103077	 112.07 
7001	 31.14 
7002	 53.01 
7003	 1594.10 
7004	 44.87 
7005	 26.74 
7006	 6.61 
7007	 10.50 
7008	 38.91 
7009	 41.23 
7010	 1.65 
7011	 38.53 
7012	 15.42 
7013	 27.01 
7014	 24.29 
7015	 43.59 
7016	 6.47 
7017	 14.39 
7018	 5.82 
7019	 96.94 
7020	 124.64 
7021	 6.82 
7022	 13.43 
7023	 77.23 
7024	 29.35 
7025	 22.28 
7026	 12.53 
7027	 25.92 
7028	 14.16 
7029	 15.14 
7030	 65.12 
7031	 130.65 
7032	 4.68 
7033	 11.69 
7034	 92.97 
7035	 31.54 
7036	 11.93 
7037	 59.13 
7038	 108.10 
7039	 12.42 
7040	 24.67 
7041	 6.17 
7042	 25.07 
7043	 97.60 
7044	 47.42 
7045	 51.31 
7046	 2.95 
7047	 7.36 
7048	 19.47 
7049	 99.87 
7050	 5.81 
7051	 51.92 
7052	 578.65 
7053	 30.30 
7054	 62.40 
7055	 1.31 
7056	 5.39 
7057	 71.17 
7058	 227.73 
7059	 33.55 
7060	 30.08 
7061	 20.38 
7062	 23.03 
7063	 118.88 
7064	 5.66 
7065	 226.23 
7066	 171.74 
7067	 12.18 
7068	 1.74 
7069	 20.83 
7070	 1.35 
7071	 18.48 
7072	 60.12 
7073	 324.25 
7074	 140.48 
12001	 135.58 
12002	 1363.18 
12003	 317.21 
12004	 812.26 
12005	 461.17 
12006	 1010.59 
12007	 369.21 
12008	 435.86 
12009	 616.13 
12010	 260.18 
12011	 758.43 
12012	 730.77 
12013	 644.95 
12014	 345.03 
12015	 606.96 
12016	 524.69 
12017	 489.48 
12018	 365.98 
12019	 429.93 
12020	 119.05 
12021	 136.48 
12022	 204.28 
12023	 635.80 
12024	 204.54 
12025	 1243.71 
12026	 2599.20 
12027	 181.76 
12028	 384.51 
12029	 695.15 
12030	 500.25 
12031	 509.46 
12032	 1500.65 
12033	 1046.48 
12034	 1951.95 
12035	 859.21 
12036	 250.47 
12037	 178.07 
12038	 955.38 
12039	 828.74 
12040	 1732.46 
12041	 168.15 
12042	 2055.35 
12043	 75.90 
12044	 341.52 
12045	 96.21 
12046	 1135.59 
12047	 1396.08 
12048	 1721.98 
12049	 206.79 
12050	 896.74 
12051	 357.60 
12052	 650.83 
12053	 485.02 
12054	 254.72 
12055	 471.40 
12056	 168.75 
12057	 424.10 
12058	 222.69 
12059	 469.75 
12060	 476.47 
12061	 17.50 
12062	 451.29 
12063	 284.95 
12064	 763.98 
12065	 77.88 
12066	 63.84 
12067	 1398.57 
12068	 783.77 
12069	 453.98 
12070	 2404.66 
12071	 299.86 
12072	 766.85 
12073	 959.27 
12074	 784.55 
12075	 1063.76 
12076	 799.23 
12077	 356.73 
12078	 985.05 
12079	 1122.64 
12080	 474.25 
12081	 621.33 
12082	 440.86 
12083	 835.86 
12084	 325.47 
12085	 1312.24 
12086	 1218.77 
12087	 378.49 
12088	 270.79 
12089	 1004.82 
12090	 401.76 
12091	 723.39 
12092	 679.62 
12093	 321.52 
12094	 121.88 
12095	 468.14 
12096	 1844.62 
12097	 615.79 
12098	 1506.04 
12099	 163.08 
12100	 160.38 
12101	 333.29 
12102	 304.31 
12103	 139.98 
12104	 428.17 
12105	 768.05 
12106	 395.07 
12107	 1564.61 
12108	 1694.95 
12109	 936.96 
12110	 225.52 
12111	 219.47 
12112	 24.79 
12113	 562.26 
12114	 143.41 
12115	 210.20 
12116	 196.05 
12117	 876.13 
12118	 1009.60 
12119	 3490.63 
12120	 432.10 
12121	 1408.33 
12122	 1131.21 
12123	 554.16 
12124	 532.26 
12125	 492.98 
12126	 528.66 
12127	 825.45 
12128	 419.09 
12129	 22.96 
12130	 972.95 
12131	 127.55 
12132	 725.67 
12133	 1455.01 
12134	 1030.50 
12135	 14.53 
12136	 1061.08 
12137	 1066.25 
12138	 411.64 
12139	 562.14 
12140	 75.73 
12141	 691.67 
13003	 602.64 
13004	 523.73 
13005	 943.74 
13006	 590.30 
13007	 661.72 
13009	 541.43 
13010	 602.60 
13011	 162.20 
13012	 1931.30 
13013	 556.78 
13015	 104.45 
13019	 129.51 
13021	 61.23 
13022	 677.32 
13023	 670.83 
13024	 568.06 
13025	 79.77 
13026	 216.56 
13028	 1008.94 
13029	 416.25 
13030	 44.81 
13032	 872.06 
13034	 1029.05 
13035	 2331.99 
13036	 1060.86 
13037	 65.98 
13038	 583.07 
13040	 806.52 
13041	 1664.98 
13042	 460.05 
13043	 966.31 
13044	 175.11 
13045	 589.99 
13046	 836.64 
13047	 233.41 
13048	 1488.34 
13050	 104.60 
13052	 245.58 
13053	 941.19 
13055	 905.25 
13058	 652.03 
13059	 245.44 
13060	 237.70 
13061	 1084.04 
13062	 16.16 
13063	 96.61 
13064	 1102.62 
13065	 556.12 
13068	 803.03 
13070	 135.55 
13071	 42.08 
13074	 94.18 
13075	 2210.38 
13077	 135.82 
13083	 69.93 
13084	 699.71 
13085	 24.67 
13087	 156.58 
13089	 231.82 
13090	 495.34 
13092	 11.71 
13093	 630.86 
13095	 927.04 
13097	 399.14 
13098	 70.48 
13099	 1032.02 
13100	 587.09 
13101	 1054.44 
13102	 1321.78 
13106	 29.63 
13107	 141.52 
13109	 510.60 
13110	 1013.06 
13111	 77.70 
13113	 95.17 
13114	 826.17 
13118	 893.79 
13119	 147.99 
13120	 77.37 
13121	 1344.77 
13122	 141.42 
13123	 83.61 
13125	 184.49 
13126	 99.11 
13128	 831.14 
13129	 2524.26 
13130	 5.73 
13131	 698.43 
13133	 970.13 
13134	 1109.38 
13135	 1242.71 
13136	 1135.40 
13137	 632.11 
13138	 1674.43 
13139	 209.31 
13143	 1702.54 
13144	 2565.00 
13145	 270.34 
13147	 1266.23 
13148	 304.92 
13152	 184.32 
13153	 598.32 
13154	 914.19 
13155	 28.95 
13157	 744.69 
13159	 768.42 
13160	 274.99 
13161	 82.57 
13163	 983.57 
13165	 1039.80 
13169	 851.56 
13170	 618.05 
13172	 116.64 
13175	 789.59 
13178	 17.49 
13179	 100.46 
13183	 106.27 
13184	 58.67 
13185	 49.81 
13186	 150.54 
13187	 45.94 
13188	 1285.43 
13189	 250.05 
13192	 387.96 
